Date,Max Temperature(8834013),Min Temperature(8834013),Precipitation(8834013),Wind(8834013),Relative Humidity(8834013),Solar(8834013),Max Temperature(8835036),Min Temperature(8835036),Precipitation(8835036),Wind(8835036),Relative Humidity(8835036),Solar(8835036),Max Temperature(8835034),Min Temperature(8835034),Precipitation(8835034),Wind(8835034),Relative Humidity(8835034),Solar(8835034),Max Temperature(8934071),Min Temperature(8934071),Precipitation(8934071),Wind(8934071),Relative Humidity(8934071),Solar(8934071),Max Temperature(8935108),Min Temperature(8935108),Precipitation(8935108),Wind(8935108),Relative Humidity(8935108),Solar(8935108),Max Temperature(8935170),Min Temperature(8935170),Precipitation(8935170),Wind(8935170),Relative Humidity(8935170),Solar(8935170),Max Temperature(8935045),Min Temperature(8935045),Precipitation(8935045),Wind(8935045),Relative Humidity(8935045),Solar(8935045),Max Runoff
Jan-79,23.17377419,11.31577419,63.20000076,2.403321622,0.691415206,18.45639337,22.21316129,9.813548387,67.00818466,2.885669891,0.683476605,20.15211054,23.13648387,9.607290323,104.900001,2.960599254,0.68443314,22.4460923,23.37012903,10.42612903,44.93043068,2.997524274,0.665897113,20.60911651,23.4176129,9.134225806,114.351178,3.230978897,0.677112627,22.70505942,24.71596774,13.17632258,54.60000051,2.40591134,0.744758789,23.45121341,21.37216129,11.06116129,49.99999923,2.59615324,0.788919551,21.2372169,44.10
Feb-79,23.46107143,12.89089286,103.9999987,2.075721913,0.701982094,21.52866067,23.30439286,11.92317857,93.25749918,2.240660503,0.640606573,23.12376245,24.79475,11.19389286,149.3,2.459315139,0.602866586,26.16851446,24.65282143,12.13110714,103.5448499,2.130248326,0.641935005,23.11539526,24.927,10.28464286,144.5321757,2.488290352,0.607649071,25.96858167,26.17510714,13.40603571,122.0999996,2.585163336,0.720191713,26.58006789,23.12,10.67032143,125.9000003,2.376418042,0.753180488,25.53188322,75.88
Mar-79,24.76683871,12.2306129,74.98818644,2.451876087,0.574901394,23.55470403,24.20816129,10.21919355,182.1352305,2.712489315,0.573584891,25.8918853,25.43841935,9.861580645,77.09999955,2.885804791,0.576823105,28.10784705,25.48532258,11.04203226,66.36975038,2.682877782,0.547120951,25.44169858,25.67241935,8.578935484,119.2953554,3.003101685,0.566955305,27.98654334,27.69870968,13.64796774,45.49999994,2.61883846,0.586080832,26.12025026,24.20558065,11.06112903,0,2.508162347,0.640139185,25.69687261,44.99
Apr-79,22.0854,12.0682,128.1769797,1.994736915,0.786408854,21.21953575,21.86146667,10.90453333,140.4993779,2.294280994,0.74776988,22.65777102,23.49893333,10.7223,101.6000001,2.552584763,0.713238419,24.65445968,23.02963333,11.03663333,102.5790222,2.116691883,0.753550584,22.37547015,23.74446667,9.293366667,184.319958,2.480159303,0.719141186,24.08526432,24.65646667,13.2766,76.99999911,2.137854815,0.819894718,22.72679442,21.49546667,11.3008,189.2999984,2.134911588,0.849382119,20.93563021,103.68
May-79,21.29532258,11.43854839,0.158892261,1.543493251,0.871559861,19.41593174,21.0576129,10.02096774,143.332735,1.837718723,0.815761286,20.71120942,22.89083871,10.12516129,82.10000074,2.288295021,0.759241514,23.36751578,22.036,9.979096774,120.268016,1.603924934,0.835467674,20.72054579,23.1026129,7.933483871,106.6107443,2.013452191,0.776974088,22.20839357,24.03835484,13.41012903,120.1000004,2.109901501,0.846671669,23.15149458,20.97916129,11.36064516,139.1999989,2.666070614,0.866110881,21.43842128,59.14
Jun-79,19.44586667,11.0854,3.931155298,1.130851203,0.91839609,14.45454436,19.2373,10.83976667,149.1995437,1.23360763,0.884527509,15.01334771,21.57383333,11.1244,99.00000048,1.570439663,0.805248136,18.30047399,19.805,10.49656667,202.6068319,1.175642094,0.899146152,14.69520286,21.51123333,9.7836,106.968157,1.41730036,0.829056726,17.40560632,23.16103333,12.4564,237.5000008,1.776620318,0.863737786,19.45392531,20.0515,11.02126667,113.8000011,2.055432944,0.893581812,17.45855348,87.73
Jul-79,19.69593548,11.70441935,0.201081546,1.267007309,0.900181115,13.68797263,19.02080645,10.79680645,72.85812273,1.128100228,0.890610498,14.15962351,21.19274194,10.73125806,85.39999962,1.329307092,0.817831276,17.05269959,19.712,10.59077419,122.6411274,1.209511841,0.894751742,14.27510571,21.54283871,9.643548387,120.2518707,1.287109539,0.831253256,16.63970373,24.04748387,12.59864516,158.4999974,2.06863253,0.775947178,16.53345965,20.05190323,10.51787097,103.1999993,2.298733854,0.852573096,14.53198229,81.23
Aug-79,20.87577419,11.54748387,0.977098712,1.518850889,0.859342839,15.40646743,19.46570968,11.02254839,101.9182934,1.483925763,0.856231654,15.06025981,21.18519355,10.97206452,211.7999997,1.591686384,0.796574093,17.46037373,19.96964516,11.51329032,399.3,1.499032175,0.867808305,14.48500098,21.12519355,10.43258065,81.25410113,1.520420805,0.821722614,16.62814366,26.61583871,13.43090323,109.8999974,2.356575456,0.703582463,16.42080678,21.65783871,10.85980645,123.2000002,2.471960555,0.808000239,14.73197117,166.52
Sep-79,22.99923333,11.86206667,9.464942656,1.627001735,0.770076551,16.74432037,22.21306667,10.09846667,84.88529308,1.562242892,0.738522836,18.82743844,24.1537,9.139666667,64.89999989,1.8143342,0.65748493,22.86572381,23.71973333,10.71733333,93.88865269,1.578820092,0.756874089,18.21835619,24.7408,7.7219,75.78154054,1.649612038,0.674146646,22.24082691,28.60553333,13.4899,89.70000062,2.569773183,0.61677635,17.28846434,23.3693,10.52723333,42.19999969,2.797783663,0.739416315,16.84822127,50.48
Oct-79,24.22132258,11.86977419,0.398369094,2.34614726,0.689291543,18.35333165,23.19958065,10.48922581,39.04486884,2.596246003,0.681483245,21.14229387,24.81048387,9.935741935,58.89999938,2.68297938,0.642964303,23.80853793,24.60432258,11.033,13.23979028,2.747446307,0.667760085,21.43576854,25.23225806,9.339322581,24.80095687,2.877978549,0.642875876,23.62211882,31.3133871,14.18274194,9.399999857,2.928857044,0.575995158,17.62477427,25.72364516,11.20051613,11.29999993,3.197102069,0.693465646,18.79518055,50.48
Nov-79,23.619,12.14033333,0.615335225,2.452955372,0.672402753,18.42954423,22.50403333,10.60016667,39.44182939,2.683107334,0.675824919,20.79413494,23.74603333,9.9618,24.79999995,2.679187313,0.661390458,23.28258555,24.07046667,11.14163333,37.4279364,2.835879698,0.654805594,20.68723153,24.2025,9.2654,51.28050761,2.857220601,0.656896726,22.98677764,27.82653333,14.0564,40.00000123,2.579265298,0.639240134,18.38634121,24.10633333,11.42696667,24.23504661,2.64969674,0.721508836,19.10806592,27.37
Dec-79,24.55354839,11.64445161,0.612771231,2.487072041,0.618190581,18.65985568,23.35219355,10.19083871,20.25259672,2.956246741,0.629498254,22.45360982,24.45067742,9.682225806,13.09999979,3.105213742,0.637312847,25.1534577,24.94664516,10.66090323,14.81413084,3.075843186,0.599433287,22.74012619,24.81741935,8.976677419,26.36244203,3.408141626,0.620869375,25.53656485,28.58319355,13.02474194,22.10000086,2.690123769,0.619651893,18.26483293,24.41483871,10.35832258,23.79999924,2.615426457,0.678310676,19.94365217,23.75
Jan-80,26.35058065,12.10787097,0,2.48466332,0.451336336,21.23741271,25.02919355,9.187580645,5.158911403,2.717487459,0.49433844,23.55432344,25.93629032,8.520064516,9.800000012,2.846573363,0.522027053,25.26134433,26.71019355,10.49129032,15.47488254,2.653909477,0.467776639,23.42537271,26.20790323,7.855774194,17.47962092,2.94178193,0.503305598,25.33150555,29.71029032,13.40870968,16.70000005,3.153028869,0.504975808,20.50576735,26.48606452,10.06229032,22.69999981,2.632997809,0.540671404,20.57385448,14.69
Feb-80,27.48248276,13.14244828,0,2.756042719,0.440988339,22.15258437,26.24806897,10.52165517,0.717573744,3.128978716,0.487540668,24.85270839,27.28024138,8.918413793,0.978164783,3.182283122,0.538014388,28.06023322,27.82451724,11.73603448,1.83395225,3.278073391,0.456289449,24.76632966,27.49658621,8.932793103,1.406512407,3.45956577,0.507906721,28.01068828,31.82868966,14.43237931,0.200000003,3.273084876,0.461037111,21.66557402,28.43455172,11.26841379,5.099999905,3.073858635,0.531896653,22.80941988,14.99
Mar-80,28.52645161,12.90187097,1.604348169,2.669780716,0.424805875,24.22017439,26.87196774,9.532290323,24.47295352,3.021833545,0.469710224,26.40755496,27.81648387,8.203645161,54.20000041,3.197569925,0.516127403,29.07661863,28.50277419,11.394,56.14340379,3.057979729,0.435116734,25.76669243,27.86206452,8.622516129,30.80560321,3.340799319,0.47819214,28.55379316,32.67674194,14.03258065,57.79999939,3.039155986,0.471095389,22.39237044,29.73745161,11.08180645,22.3000004,2.795623486,0.514052963,23.16222606,117.80
Apr-80,27.24446667,12.86406667,127.0000002,2.196060089,0.554570947,20.47770462,26.10056667,11.1353,97.44653032,2.666212434,0.548085093,23.62014002,27.3393,10.50276667,83.50000045,2.981133113,0.564942983,27.18666493,27.56176667,11.66553333,169.6960604,2.462608926,0.550424747,22.820387,27.41036667,9.119033333,169.99593,2.920124439,0.57059651,26.53698391,31.5826,14.0547,149.9000005,2.5591795,0.565144477,18.69653501,28.42896667,11.617,180.4497501,2.415790995,0.619742705,18.7228181,410.56
May-80,22.8063871,12.16103226,174.7000011,1.341570485,0.857720944,16.99439128,22.17693548,10.97203226,200.9718322,1.344132871,0.820715469,18.64626271,24.28690323,11.45248387,262.3176471,1.81705576,0.751195377,21.12777069,22.80319355,10.72270968,292.1724255,1.269178008,0.847027447,18.25650745,23.90432258,9.901419355,237.2169923,1.541785724,0.787500564,20.56834873,25.31764516,14.25087097,254.4999968,1.849889589,0.840515772,18.52197235,21.6793871,12.24393548,216.0999976,2.016020178,0.877995383,17.14844665,92.55
Jun-80,22.22356667,11.996,69.60000074,1.334864243,0.834086998,15.59309707,21.30513333,11.24456667,114.9390709,1.144384331,0.826864499,16.02796921,23.17056667,11.49203333,42.60455717,1.569167865,0.749974179,18.58340965,21.60096667,10.6314,198.2348757,1.162241067,0.843517481,15.35872366,22.6957,10.6132,44.01430438,1.446827671,0.778763195,17.7971376,26.83856667,12.87266667,128.6000002,2.03860332,0.740377811,18.24298506,22.18566667,10.74353333,67.79999971,1.996684197,0.824830445,16.77692428,67.44
Jul-80,20.35690323,12.59022581,73.69999909,1.251451118,0.888009871,12.3947984,19.19587097,12.11532258,84.71570458,1.105708543,0.89924801,11.3722929,20.82254839,12.39883871,30.66544906,1.27707717,0.826528667,13.99529588,19.23751613,12.22,166.4418138,1.135252664,0.901465351,10.88221381,20.90516129,11.79225806,34.17897264,1.210297212,0.852756792,12.91986526,26.59854839,12.79022581,207.3000015,2.1452717,0.666664488,14.09202105,21.22045161,10.42325806,54.00000048,2.318242266,0.785813872,13.08667606,86.78
Aug-80,19.79251613,12.47116129,150.3000011,1.531093165,0.894638415,11.73673913,19.06258065,11.91029032,82.93485683,1.347175277,0.889559914,12.10989733,21.69512903,12.03032258,92.20000017,1.418431982,0.796767622,15.61387872,19.31506452,11.95580645,152.4727276,1.452118282,0.900306331,11.77106792,21.17577419,11.39629032,64.66226268,1.403001321,0.833332909,14.81817153,27.40964516,13.55145161,196.7999998,2.477326926,0.628089799,13.74796494,22.30580645,10.86058065,117.999999,2.751037301,0.760826765,13.0763375,90.60
Sep-80,23.72416667,11.70973333,21.09999961,1.733062107,0.72872516,18.00310207,22.46603333,10.09303333,55.57631913,1.700908428,0.707953626,19.96930391,24.71793333,9.716133333,85.20000052,1.933585403,0.634679968,23.41545776,23.07546667,10.23553333,86.90685394,1.682559088,0.74825665,19.19046406,24.1874,8.2463,21.56468155,1.78867064,0.677975294,22.39648131,30.38,14.1706,90.60000002,2.638112455,0.578790514,16.67793192,25.43553333,11.1239,21.40000041,2.747785335,0.697029979,16.28244506,58.64
Oct-80,25.31296774,12.30493548,27.69999993,1.804410142,0.682086769,18.18956919,23.98512903,10.9213871,16.70907193,1.921532284,0.653450415,19.84687708,25.80235484,10.34419355,11.40000004,2.244225164,0.584335742,22.92293401,24.9943871,11.30358065,31.15809421,1.987206891,0.672742202,19.35684373,25.91570968,9.752548387,38.25280616,2.195857886,0.604244448,22.45263359,29.15416129,14.2026129,29.80000022,2.818743934,0.599580888,16.94656573,24.83051613,11.17358065,21.70000064,3.007267099,0.695891236,17.4941749,33.14
Nov-80,24.0571,11.96523333,66.59999943,2.299967836,0.649861866,18.21336367,22.9659,10.5657,61.51117587,2.632133821,0.644848883,20.63202398,24.56303333,10.10096667,81.29999939,2.816131616,0.614162911,23.53206022,24.44843333,11.00943333,47.70466693,2.717314712,0.632146623,20.49055198,24.655,9.367133333,161.4482374,2.937982514,0.618891436,23.234908,27.82463333,13.91386667,44.89999957,2.759160198,0.641174694,17.48510106,23.23733333,11.24513333,39.00000012,2.883944962,0.733417111,18.49857481,29.63
Dec-80,25.00954839,12.42645161,0,2.584312692,0.485712139,18.6928498,23.93770968,10.06022581,14.68001662,2.773303015,0.523513927,20.75863367,25.38903226,8.623967742,8.099999845,2.872675753,0.557641875,24.52484989,25.32622581,11.09174194,8.138259632,2.78056421,0.503679723,20.76253921,25.59448387,8.247096774,4.3587734,3.017018642,0.541812728,24.28044967,28.59490323,13.52667742,6.800000012,3.003149876,0.490481918,19.23207814,24.58480645,10.46248387,3.400000095,2.607189641,0.586488566,19.68166206,18.06
Jan-81,26.66803226,12.61764516,0,2.910841642,0.379776518,22.34088841,25.39235484,9.296225806,2.684785467,3.097777016,0.440028336,24.12305672,26.44951613,6.738483871,2.199999958,3.057131267,0.519762544,26.74413437,26.75790323,10.96296774,13.10097223,3.263040548,0.402501969,23.71192658,26.56974194,7.141903226,4.924707443,3.313505394,0.467596521,26.46814542,30.23370968,13.65606452,7.500000015,3.260172903,0.41901749,21.10085606,26.82429032,10.39590323,0,2.871093505,0.489224128,21.67830914,13.54
Feb-81,27.11496429,13.02878571,0,2.764784944,0.431753092,21.2219023,25.81214286,10.09103571,21.01502408,3.028340099,0.483182642,22.77936654,27.06464286,8.483,8.700000167,3.033518724,0.533613048,25.52664571,27.2415,11.73382143,34.81157096,3.169153433,0.450257577,22.29882926,27.12332143,9.016071429,4.703996111,3.265279441,0.493147918,25.03963748,30.65803571,14.01228571,16.20000005,3.072158206,0.443696083,20.348095,27.04464286,11.10367857,2.50000006,2.715219839,0.508470637,20.07443469,15.89
Mar-81,24.14074194,13.67741935,0,2.194609211,0.705770077,14.78692397,23.09135484,12.49441935,308.9553209,2.490376466,0.716251536,17.37518057,24.66119355,11.97464516,215.4999995,2.591058837,0.703504216,21.31965358,24.42245161,12.9736129,253.7897425,2.511817111,0.696041704,17.63907681,24.92435484,11.80967742,266.5126302,2.681563082,0.696224488,21.0575732,28.02967742,14.96654839,249.8999982,2.351057579,0.628873047,16.65418923,24.6846129,12.34170968,293.4312177,2.415187849,0.700041871,15.74112535,106.85
Apr-81,22.3185,13.00903333,127.5000005,1.553843008,0.856355585,18.50930397,21.39426667,12.43123333,225.5916501,1.805671232,0.809359586,19.29288863,23.0942,12.48146667,178.2999989,2.150706219,0.755700055,22.33532268,22.0692,12.29166667,295.6965505,1.658383823,0.83822255,19.9299699,22.60083333,11.42293333,182.8830452,1.934973251,0.792814547,22.21017022,24.1326,13.83816667,336.6000057,1.846045735,0.849329552,22.04919877,21.31323333,11.8826,193.1999985,2.035493796,0.868462252,20.56619926,196.85
May-81,23.03190323,11.09412903,114.3000011,1.50177703,0.835665776,22.12249278,21.87209677,9.323032258,126.0901121,1.701741112,0.792061231,23.1905192,23.26390323,9.637580645,110.4999988,2.144737298,0.739598237,24.9710606,22.06919355,9.18583871,110.3190087,1.536481839,0.837215388,23.52458278,22.39567742,7.466193548,88.25594347,1.843781245,0.795448842,25.00412101,23.75087097,13.16883871,90.599998,1.98557838,0.857896745,22.71236179,20.98225806,11.21822581,76.09999993,2.225132325,0.875086804,21.53563627,136.61
Jun-81,21.71293333,10.5686,11.5,1.390870702,0.836054644,19.02012687,21.11026667,9.1408,49.74403823,1.283988593,0.816025521,19.55004727,23.09896667,9.502266667,55.49999952,1.694247468,0.745820611,21.79344217,20.7964,9.159233333,127.1386968,1.299345559,0.853317406,19.16164495,22.46136667,7.986733333,35.71932026,1.482549469,0.788660344,21.1815663,24.47393333,11.94383333,87.1000005,2.093398683,0.809345782,22.09756036,21.05346667,10.45106667,83.59999943,2.138605005,0.852432035,20.96993026,47.25
Jul-81,18.55103226,11.67748387,97.30000114,1.274275026,0.922668699,11.46386874,17.53622581,11.63819355,143.0277829,1.095407947,0.929591229,10.42755805,19.66190323,11.98451613,164.5000018,1.182735729,0.868853123,12.96013861,17.76167742,11.63319355,150.8762275,1.145733429,0.937188316,9.963771644,19.423,11.42225806,165.3592036,1.158437962,0.891961851,12.30132965,23.37106452,12.52574194,175.1999998,1.860244852,0.813356482,14.23302209,19.18506452,10.60722581,156.9999994,1.89454479,0.888576027,12.00832571,108.99
Aug-81,19.50416129,12.28648387,132.1000004,1.50027617,0.903733131,12.72840909,18.78454839,11.75222581,140.0921478,1.346701064,0.907761022,12.31940543,20.79441935,12.07477419,221.2000008,1.32607682,0.840391556,14.94836246,18.95880645,11.77083871,243.3795331,1.420905299,0.908220893,12.57803506,20.60448387,11.26458065,217.6961788,1.285313465,0.863718167,14.75082927,26.716,13.14458065,244.4999994,2.303292119,0.682940387,16.86759957,21.46464516,10.50951613,178.3999971,2.49142818,0.806133755,16.14347976,243.65
Sep-81,21.90233333,12.15356667,114.2000003,1.480618412,0.836081603,17.49061187,21.14276667,11.01706667,173.1244705,1.505677794,0.79620273,19.69163492,23.77436667,10.63563333,175.7,1.722368395,0.703426481,23.33148892,21.6709,11.0953,159.5538171,1.508802802,0.833536455,19.11165272,23.24463333,9.4875,87.86884457,1.578002602,0.756078158,22.4006125,28.38696667,14.23453333,175.800001,2.400862186,0.665247546,15.07117551,22.2691,11.50886667,67.29999971,2.714076665,0.777402538,14.13887847,179.16
Oct-81,23.38132258,11.75096774,164.9999985,2.133904919,0.715994141,19.05780993,22.47464516,10.36364516,62.9734524,2.433920553,0.687814215,21.09650614,24.42722581,9.768258065,27.60000026,2.644645263,0.631868827,23.96977171,23.16941935,10.74803226,42.31064653,2.547837839,0.698274902,21.26345071,24.33896774,8.974225806,49.86657458,2.745051362,0.649804094,23.98299929,29.6453871,14.48851613,9.800000131,2.704942009,0.576884786,16.45332943,24.49096774,11.57958065,6,3.198593987,0.686750257,18.12323618,131.76
Nov-81,24.0157,12.41286667,6.452674063,2.343973347,0.638986485,19.83982879,23.02116667,10.9481,29.83637974,2.688821537,0.625178023,21.90552225,24.80073333,10.02243333,58.29999906,2.744998748,0.60140699,24.77693375,24.18083333,11.48326667,15.39698598,2.770210703,0.619851383,21.64346293,24.93613333,9.549366667,28.7770364,2.964620914,0.599712057,24.70793742,30.64416667,14.002,2.799999952,2.672863469,0.566919676,17.73085489,25.70666667,11.25426667,9.800000191,2.8461765,0.663072883,19.41556975,50.94
Dec-81,24.48616129,12.08616129,0,2.704126596,0.584790249,17.80781288,23.69119355,10.09316129,34.15305423,3.018794026,0.611039027,21.24339333,24.90148387,9.316258065,48.69999957,3.034840798,0.619448467,23.88421817,24.90448387,10.80454839,17.46762278,3.206113754,0.581132612,21.30493155,25.14283871,8.82083871,23.81404658,3.319480693,0.603006639,23.95281544,28.77793548,13.80987097,3.699999928,2.662911157,0.556310772,16.82918434,25.13209677,11.03893548,2.731405223,2.579390001,0.641454732,17.3508843,27.00
Jan-82,25.18454839,12.37567742,6,2.777204208,0.551206269,18.77591255,24.1153871,10.33935484,9.483381797,3.163869475,0.585812934,22.29103301,25.41116129,9.714451613,21.50000012,3.165225192,0.605304147,25.66432412,25.69225806,11.03629032,81.0451632,3.28431862,0.547496992,22.46348268,25.79819355,9.223419355,18.4700943,3.477180579,0.585557469,25.88424464,29.99087097,13.89093548,101.9000016,2.838742878,0.50929673,17.59671707,26.78867742,11.06383871,3.100000024,2.671906942,0.58385266,18.45344237,27.74
Feb-82,26.49235714,12.99467857,57.29999852,2.634765018,0.502502609,20.17575981,25.41475,10.87425,17.20893222,2.952485978,0.516285635,22.79118,26.81178571,9.461142857,15.00000024,3.081781155,0.531121808,26.05836412,27.16471429,11.75717857,22.22066132,3.089584271,0.490554824,22.94059,27.10510714,9.489678571,18.66645012,3.326584191,0.507180048,26.07521934,30.57578571,14.77228571,33.89999951,2.804810005,0.505813643,19.87581716,27.62582143,11.74371429,21.69999957,2.608976255,0.552147764,20.0573896,19.35
Mar-82,27.20248387,13.00025806,47.69999886,2.981608831,0.438146631,22.25249791,25.91945161,10.14951613,44.90078954,3.298143381,0.487232511,25.53472522,27.42425806,8.744612903,55.00000119,3.271531936,0.533995953,28.63538297,27.46893548,11.50396774,42.00345465,3.551967364,0.445847679,25.45186152,27.44145161,8.734870968,61.82001929,3.582807372,0.495960246,28.61476266,32.71725806,14.6696129,72.89999819,3.036308467,0.407131739,21.9883835,29.37816129,11.484,51,2.905784238,0.477891834,22.55766241,13.82
Apr-82,22.9074,12.7976,229.6999969,2.108045905,0.788704066,18.86379723,22.10313333,11.86363333,245.7995858,2.509944571,0.775573994,20.41472921,23.84673333,11.9474,205.5999999,2.63228634,0.74309345,22.94351565,23.50186667,12.1201,189.533204,2.474037926,0.768484063,20.40773688,23.81253333,11.2059,422.7750909,2.645308017,0.753025295,22.45024154,27.37913333,14.53,134.9999974,2.081120161,0.746426914,18.07977186,23.46286667,12.18546667,97.799999,2.396557172,0.792267281,17.95538639,91.57
May-82,21.59158065,12.91732258,168.5999994,1.548479825,0.887696585,16.92918257,20.81396774,11.96664516,162.0835897,1.897045753,0.856718013,18.89032618,22.67909677,11.96980645,174.5999995,2.203102968,0.80677344,22.32520107,21.41206452,11.99496774,260.2941663,1.760939959,0.870324155,19.80178883,22.21419355,10.80441935,340.9800509,2.013857085,0.836194696,22.30941213,26.21641935,13.71548387,307.8999984,1.981493583,0.811097685,19.32236361,22.21977419,11.84232258,34.20000005,2.610812192,0.845378409,19.32666695,134.17
Jun-82,20.96256667,10.65066667,47.70000076,1.255117019,0.872078894,17.64818108,20.51713333,9.6382,85.51724133,1.233036689,0.836511949,19.33082161,22.78083333,10.07906667,75.99999958,1.650060913,0.747066151,22.4628983,21.02266667,9.4153,155.3767624,1.13061608,0.865358199,19.57114714,22.395,8.4237,39.74413839,1.342523771,0.794149205,22.11340402,26.32053333,12.7574,150.0000008,2.103058723,0.780796666,18.31891306,22.63033333,10.95783333,80.69999981,2.428159978,0.825137558,18.14887512,115.56
Jul-82,18.58929032,12.23277419,168.999999,1.252357424,0.926866499,11.43017914,18.15229032,11.71622581,85.22160383,1.231605195,0.903627016,12.08294409,21.00774194,11.80132258,127.5000011,1.436497348,0.804701788,15.6301953,18.61319355,11.79732258,141.4847362,1.247476798,0.914451039,12.82103042,20.74751613,10.84609677,99.54907064,1.32797257,0.839106965,15.80270081,25.16996774,12.83390323,110.9000011,2.052191351,0.748300598,13.01291303,20.85148387,10.91754839,4.199999809,2.374437468,0.822836897,12.33845053,59.64
Aug-82,18.80593548,12.26458065,73,1.356815814,0.925149817,11.68370949,17.98177419,11.81112903,167.6083093,1.224470678,0.915125497,10.97467785,19.84874194,12.16283871,206.316056,1.290168098,0.845322597,13.10435015,17.84116129,11.74932258,270.9662607,1.288383615,0.929183562,10.2821604,19.44729032,11.38729032,112.8092832,1.238104312,0.883197513,12.74058274,25.556,13.3433871,239.9999966,2.114173867,0.713586287,12.74485342,20.949,10.99122581,226.7027647,2.399620249,0.816035156,11.26433541,174.89
